rank,word,frequency
1663,not-a-real,1
1664,refreshing,1
1665,unconscious,1
1666,fearful,1
1667,60-minute,1
1668,yuppy,1
1669,coolatta,1
1670,do,1
1671,frat,1
1672,skittish,1
1673,uncooked,1
1674,dusty,1
1675,consistant,1
1676,rules/,1
1677,hurricane,1
1678,uniformed,1
1679,rowdy,1
1680,n,1
1681,scant,1
1682,bottle-typical,1
1683,neapolitan,1
1684,brooklyn,1
1685,sunny,1
1686,eggspensive,1
1687,smoked,1
1688,unsatisfactory,1
1689,lounge-style,1
1690,paltry,1
1691,waxy,1
1692,chubby,1
1693,even,1
1694,associated,1
1695,uncommon,1
1696,early-season,1
1697,alittle,1
1698,sh*tty-est,1
1699,preferred,1
1700,counterproductive,1
1701,overweight,1
1702,mint,1
1703,cumulative,1
1704,negligible,1
1705,easiest,1
1706,trendy,1
1707,practical,1
1708,steamy,1
1709,preventive,1
1710,phony,1
1711,cancelled,1
1712,respectable,1
1713,wildest,1
1714,pervy,1
1715,imposable,1
1716,sexualized,1
1717,inspirational,1
1718,seethrough,1
1719,comfy,1
1720,sooo,1
1721,unused,1
1722,bent,1
1723,mid-priced,1
1724,unhealthy,1
1725,addional,1
1726,rolls,baked,1
1727,probable,1
1728,blasé,1
1729,mellow,1
1730,silent,1
1731,hapless,1
1732,wannabee,1
1733,lackadaisical,1
1734,------------------------------------------------------------------------------------------,1
1735,-----------------------------------------------------------------------------------------------,1
1736,differant,1
1737,armourall,1
1738,unflinching,1
1739,poorer,1
1740,accessible,1
1741,fashioned,1
1742,needed,1
1743,overcook,1
1744,slick,1
1745,unfit,1
1746,fucken,1
1747,selfish,1
1748,spongy,1
1749,smart-alec,1
1750,interracial,1
1751,none,1
1752,underage,1
1753,catty,1
1754,judgmental,1
1755,marital,1
1756,rancid,1
1757,blackest,1
1758,update/sanitize,1
1759,sparkly,1
1760,subsequent,1
1761,tapped,1
1762,overall...so-so,1
1763,partial,1
1764,regulr,1
1765,embarassed,1
1766,overloaded,1
1767,pita,1
1768,lanky,1
1769,texas,1
1770,youngest,1
1771,oblivious,1
1772,brave,1
1773,unimaginative,1
1774,arbitrary,1
1775,avgerage,1
1776,frivolous,1
1777,dire,1
1778,drunken,1
1779,hello,1
1780,bummer,1
1781,loathe,1
1782,wacky,1
1783,newest,1
1784,grade,1
1785,old-fashioned,1
1786,witless,1
1787,clever,1
1788,fluorescent,1
1789,blustery,1
1790,homey,1
1791,folksy,1
1792,repeat,1
1793,retired,1
1794,comprehensive,1
1795,off-strip,1
1796,ultra-high,1
1797,cognitive,1
1798,unsavory,1
1799,unwelcoming,1
1800,crowded,1
1801,pitiful,1
1802,crapy,1
1803,experienced,1
1804,over-rated,1
1805,frickin,1
1806,ecstatic,1
1807,split,1
1808,independent,1
1809,protective,1
1810,preprepared,1
1811,irritated,1
1812,attractive,1
1813,uptempo,1
1814,ragged,1
1815,nauseated,1
1816,over-crowded,1
1817,asinine,1
1818,at-all,1
1819,renaissance,1
1820,carnival,1
1821,whacky,1
1822,cool.,1
1823,staple,1
1824,rubbery"and,1
1825,thorough,1
1826,drab,1
1827,bottled,1
1828,fav.,1
1829,soupy,1
1830,suburban,1
1831,blacker,1
1832,finger-smudged,1
1833,over-brewed,1
1834,plush-modern,1
1835,principal,1
1836,funner,1
1837,tomorrow,1
1838,weighted,1
1839,upgraded,1
1840,over-exaggerated,1
1841,legitimate,1
1842,gastric,1
1843,unprofessionalism,1
1844,maple,1
1845,farthest,1
1846,half-fast,1
1847,unattractive,1
1848,negilent,1
1849,driven,1
1850,accidental,1
1851,soapy,1
1852,express,1
1853,rife,1
1854,hottest,1
1855,8am,1
1856,wee,1
1857,update-called,1
1858,veal,1
1859,hardcore,1
1860,non-stop,1
1861,hillbilly,1
1862,dramatic,1
1863,impeccable,1
1864,a$$ho&e,1
1865,yay,1
1866,sweeter,1
1867,sandy,1
1868,median,1
1869,menopausal,1
1870,imparative,1
1871,sadistic,1
1872,evil,1
1873,twisted,1
1874,demented,1
1875,barg,1
1876,undigestsble,1
1877,pain,1
1878,indecorous,1
1879,distasteful,1
1880,advisable,1
1881,abusive,1
1882,immature,1
1883,educated,1
1884,guaranteed,1
1885,submissive,1
1886,under-seasoned,1
1887,additiinal,1
1888,despicable,1
1889,kindest,1
1890,annual,1
1891,expired,1
1892,predatory,1
1893,threatening,1
1894,dotted,1
1895,requested,1
1896,disconnected,1
1897,obsolete,1
1898,unimportant,1
1899,satisfied,1
1900,peppermint,1
1901,14th,1
1902,uglier,1
1903,challenging,1
1904,tougher,1
1905,vulgar,1
1906,icky,1
1907,agreed,1
1908,shifty,1
1909,cracked,1
1910,dutch,1
1911,suspect,1
1912,tantamount,1
1913,elite,1
1914,bland-,1
1915,plentiful,1
1916,appreciative,1
1917,afloat,1
1918,reborn,1
1919,pasty,1
1920,acrid,1
1921,shawama,1
1922,wooden,1
1923,infamous,1
1924,canoe--same,1
1925,brownish,1
1926,1st(and,1
1927,ratty,1
1928,scottsdale,1
1929,unlimited,1
1930,sautéed,1
1931,rmuscle,1
1932,up-charge,1
1933,money-grabbing,1
1934,whack,1
1935,teenage,1
1936,brilliant,1
1937,under-poured,1
1938,circular,1
1939,sassy,1
1940,awaited,1
1941,boldfaced,1
1942,undeniable,1
1943,demeaning,1
1944,teased,1
1945,ingenious,1
1946,subject,1
1947,precise,1
1948,conscientious,1
1949,chestnut,1
1950,cray,1
1951,nearest,1
1952,reiki-like,1
1953,angled,1
1954,pencil,1
1955,alone,1
1956,fetal,1
1957,mason,1
1958,designated,1
1959,excess,1
1960,vocal,1
1961,lamb-shish,1
1962,tempura,1
1963,forceful,1
1964,concealed,1
1965,workable,1
1966,insistent,1
1967,sufficient,1
1968,re-schedule,1
1969,purposeful,1
1970,cardboard,1
1971,lookout,1
1972,undeserved,1
1973,heartless,1
1974,stiff,1
1975,ruthless,1
1976,b,1
1977,big.,1
1978,textured,1
1979,prone,1
1980,uncontrolled,1
1981,velvet,1
1982,underdressed,1
1983,restrictive,1
1984,communistic,1
1985,scottish,1
1986,civilian,1
1987,fave,1
1988,steamed,1
1989,overcharge,1
1990,military,1
1991,no-filre,1
1992,public-facing,1
1993,caucasian,1
1994,characteristic,1
1995,endless,1
1996,daughter-in-law,1
1997,required,1
1998,nonrefundable,1
1999,newer,1
2000,softer,1
2001,bumpy,1
2002,fit,1
2003,couple,1
2004,minuscule,1
2005,40th,1
2006,streaky,1
2007,natural-looking,1
2008,antique,1
2009,condescended,1
2010,unentertaining,1
2011,6am-11am,1
2012,disposable,1
2013,gracious,1
2014,belgian,1
2015,aback,1
2016,oversauced,1
2017,clear.,1
2018,patient,1
2019,safer,1
2020,compact,1
2021,monday,1
2022,tuesday,1
2023,autistic,1
2024,specfic,1
2025,fast-food,1
2026,dumbest,1
2027,realistic,1
2028,neon,1
2029,non-alcoholic,1
2030,irate,1
2031,-too,1
2032,quicker,1
2033,rediculous,1
2034,forth,1
2035,upsetting,1
2036,misshaped,1
2037,grumpy,1
2038,two-way,1
2039,spinal,1
2040,torture,1
2041,unattentive,1
2042,manicured,1
2043,janky,1
2044,low-class,1
2045,sparse,1
2046,disabled,1
2047,quickest,1
2048,miniature,1
2049,credit/debit,1
2050,terrifying,1
2051,soothing,1
2052,returnable,1
2053,dependable,1
2054,remarkable,1
2055,stained,1
2056,sharp,1
2057,ice-cream-scooped,1
2058,sterile,1
2059,choppy,1
2060,dear,1
2061,burly,1
2062,move-out,1
2063,faded,1
2064,grown,1
2065,peachy,1
2066,unsatisfied,1
2067,rly,1
2068,interested,1
2069,onq,1
2070,palm,1
2071,topical,1
2072,undone,1
2073,over-sauced,1
2074,vinegar-ridden,1
2075,cheerful,1
2076,impersonal,1
2077,unseen,1
2078,bulky,1
2079,incomplete,1
2080,minced,1
2081,handmade,1
2082,lanuage,1
2083,observant,1
2084,aweful,1
2085,self-help,1
2086,wide----wider,1
2087,drawn-out,1
2088,in-full,1
2089,godawful,1
2090,under-warranty,1
2091,clogged,1
2092,new-build,1
2093,uncharitable,1
2094,complacent,1
2095,bossy,1
2096,conscious,1
2097,chilled,1
2098,trusted,1
2099,unknowledgeable,1
2100,trustworthy,1
2101,considerate,1
2102,crabby,1
2103,designed,1
2104,12th,1
2105,pristine,1
2106,unkept,1
2107,sunburnt,1
2108,overgrown,1
2109,intensive,1
2110,colder,1
2111,over-battered,1
2112,hard-pressed,1
2113,deep-fried,1
2114,mandarin-speaking,1
2115,puffy,1
2116,hideous,1
2117,overheated,1
2118,well-done,1
2119,delivered,1
2120,except,1
2121,driver/deliverer/technician/installer,1
2122,..last,1
2123,2-year,1
2124,uptown,1
2125,concerned,1
2126,musical,1
2127,recognizable,1
2128,pre-cooked,1
2129,global,1
2130,hellish,1
2131,unsleepable,1
2132,hurray,1
2133,incidental,1
2134,logical,1
2135,neglegant,1
2136,bunless,1
2137,highlight-lowlight,1
2138,catfish,1
2139,entertaining,1
2140,way-too,1
2141,unusable,1
2142,10th,1
2143,bankrupt,1
2144,2-page,1
2145,move-in,1
2146,punitive,1
2147,1pm,1
